,Company,rating,reviews,place,company type,old
2741,Jsw Energy,4.0,(159 Reviews),Mumbai + 14 more,Public,28 years old
2742,Best Sellers,4.5,(159 Reviews),Brande + 28 more,Private,47 years old
2743,Mann And Hummel ...,4.1,(159 Reviews),"Schwieberdinger,Ludwigsburg + 7 more",Private,80 years old
2744,S.c Johnson Prod...,4.3,(159 Reviews),"Racine,Wisconsin + 32 more",Private,136 years old
2745,Alcon,4.3,(158 Reviews),77 years old,"Fort Worth,Texas + 27 more",1k-5k Employees (India)
2746,Grass Roots Rese...,4.9,(158 Reviews),51-200 Employees (India),New Delhi + 12 more,
2747,Metric Stream In...,3.5,(158 Reviews),"San Jose,California + 1 more",Private,23 years old
2748,Emirates Airline...,4.2,(158 Reviews),"Dubai,Dubai + 14 more",Private,37 years old
2749,Desun Hospital &...,3.5,(158 Reviews),14 years old,"Kolkata,West Bengal + 6 more",1k-5k Employees (India)
2750,Cryoviva Biotech,3.5,(158 Reviews),"Gurgaon/Gurugram,Haryana + 37 more",Private,16 years old
2751,IDS Infotech,3.1,(158 Reviews),Mohali + 5 more,Public,33 years old
2752,Zuari Agro Chemi...,3.9,(158 Reviews),"Gurgaon/Gurugram,Haryana + 36 more",Public,55 years old
2753,SALESFORCE,4.4,(158 Reviews),23 years old,"San Francisco,California + 11 more",1k-5k Employees (India)
2754,Navata Road Tran...,3.4,(158 Reviews),"Vijayawada,Andhra Pradesh + 23 more",Partnership,40 years old
2755,Kcc Buildcon,4.1,(158 Reviews),"Gurgaon/Gurugram,Haryana + 23 more",Private,13 years old
2756,Asti Electronics...,4.2,(158 Reviews),"Gurgaon/Gurugram,Haryana + 5 more",Private,18 years old
2757,Pon Pure Chemica...,4.0,(158 Reviews),"Chennai,Tamil Nadu + 28 more",Private,41 years old
2758,UDAAN CARGO & LO...,4.4,(158 Reviews),New Delhi + 62 more,Private,7 years old
2759,Pon Pure Chemica...,4.0,(158 Reviews),"Chennai,Tamil Nadu + 28 more",Private,41 years old
2760,FIGMD,3.3,(158 Reviews),"Rockford,IL",Private,12 years old
2761,Sub-K IMPACT Sol...,4.2,(158 Reviews),Hyderabad + 48 more,Private,12 years old
2762,Toyota Tsusho,4.3,(1.5k Reviews),"Nagoya,Aichi + 15 more",Public,23 years old
2763,Al-Futtaim Group,3.8,(581 Reviews),"Dubai,Dubai + 12 more",Private,92 years old
2764,Resurgent India,4.8,(157 Reviews),Gurgaon + 9 more,Private,17 years old
2765,Schneider Electr...,4.0,(157 Reviews),Rueil-Malmaison + 19 more,Public,186 years old
2766,Gujarat State Fe...,4.4,(157 Reviews),"Vadodara/Baroda,Gujarat + 17 more",Private,60 years old
2767,Jubilant Agri an...,3.9,(157 Reviews),Noida + 31 more,Private,12 years old
2768,Rail Vikas Nigam,3.9,(157 Reviews),"Delhi/NCR,Delhi + 46 more",Private,19 years old
2769,CTDI,3.7,(157 Reviews),"West Chester,Pennsylvania + 14 more",Private,47 years old
2770,Hotel Park Plaza,4.0,(157 Reviews),London + 16 more,Private,36 years old
2771,Personiv,3.4,(157 Reviews),37 years old,"Austin,Texas + 2 more",1k-5k Employees (India)
2772,Efftronics Syste...,3.6,(157 Reviews),"Vijayawada,Andhra Pradesh + 17 more",Private,37 years old
2773,Ample Technologi...,3.6,(157 Reviews),"Bangalore/Bengaluru,Karnataka + 19 more",Private,25 years old
2774,RDC Concrete (In...,4.0,(157 Reviews),"Mumbai,Maharashtra + 24 more",Private,29 years old
2775,Call 2 Connect,3.1,(157 Reviews),19 years old,"Mumbai,Maharashtra + 10 more",501-1k Employees (India)
2776,Magma HDI Genera...,3.9,(157 Reviews),10 years old,"Mumbai,Maharashtra + 57 more",501-1k Employees (India)
2777,EVRY India,3.5,(157 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",Private,29 years old
2778,Sedemac Mechatro...,4.1,(157 Reviews),"Mumbai,Maharashtra + 2 more",Private,15 years old
2779,Praxair,4.1,(157 Reviews),"Danbury,Connecticut + 24 more",Private,115 years old
2780,Western Refriger...,4.2,(157 Reviews),"Mumbai,Maharashtra + 21 more",Private,50 years old
2781,Sel Manufacturin...,3.9,(157 Reviews),"Ludhiana,Punjab + 10 more",Public,53 years old
2782,Pathkind Diagnos...,3.9,(157 Reviews),"Gurgaon/Gurugram,Haryana + 44 more",Private,6 years old
2783,Aachi Foods,4.1,(157 Reviews),"Chennai,Tamil Nadu + 18 more",Private,27 years old
2784,Ozone Overseas,3.5,(157 Reviews),"Delhi/NCR,Delhi + 20 more",Private,22 years old
2785,Suburban Diagnos...,3.9,(157 Reviews),"Mumbai,Maharashtra + 10 more",Private,28 years old
2786,Ivy Hospital,3.7,(156 Reviews),"Mohali,Punjab + 10 more",Private,14 years old
2787,Capco Technologi...,3.9,(156 Reviews),24 years old,London + 7 more,1k-5k Employees (India)
2788,Jeeves Consumer ...,4.0,(156 Reviews),"Bangalore,Karnataka + 31 more",Private,15 years old
2789,Amec Foster Whee...,3.9,(156 Reviews),Aberdeen + 11 more,Private,40 years old
2790,Jeeves Consumer ...,4.0,(156 Reviews),"Bangalore,Karnataka + 31 more",Private,15 years old
2791,Bombay Dyeing,3.6,(156 Reviews),"Mumbai,Maharashtra + 25 more",Private,143 years old
2792,Shakti Pumps,3.7,(156 Reviews),"Dhar,Madhya Pradesh + 23 more",Public,40 years old
2793,Bank of Maharash...,3.8,(156 Reviews),Pune + 35 more,Private,87 years old
2794,Ivy Hospital,3.7,(156 Reviews),"Mohali,Punjab + 10 more",Private,14 years old
2795,National Enginee...,4.0,(156 Reviews),76 years old,"Jaipur,Rajasthan + 15 more",1k-5k Employees (India)
2796,Luxor Writing In...,3.4,(156 Reviews),"Noida,Uttar Pradesh + 23 more",Private,21 years old
2797,Gold's Gym,3.7,(156 Reviews),"Dallas,Texas + 46 more",Private,57 years old
2798,Clarivate Analyt...,4.1,(156 Reviews),6 years old,"Philadelphia,Pennsylvania + 7 more",1k-5k Employees (India)
2799,Hindustan Syring...,4.0,(156 Reviews),"Faridabad,Haryana + 11 more",Private,65 years old
2800,Rainbow Children...,4.4,(156 Reviews),Hyderabad + 10 more,Private,23 years old
2801,INDIAN PUBLIC SC...,3.8,(156 Reviews),"Salem,Tamil Nadu + 34 more",Private,18 years old
2802,PC Financial Ser...,3.6,(156 Reviews),27 years old,"Gurgaon/Gurugram,Haryana + 3 more",201-500 Employees (India)
2803,Ciena,4.3,(156 Reviews),"Hanover,Maryland + 9 more",Private,30 years old
2804,T&M Services con...,3.7,(156 Reviews),"Mumbai,Maharashtra + 36 more",Private,26 years old
2805,Acuity Knowledge...,3.7,(156 Reviews),20 years old,London + 5 more,1k-5k Employees (India)
2806,Meghmani Organic...,4.1,(234 Reviews),"Ahmedabad,Gujarat + 8 more",Public,36 years old
2807,STAR,3.8,(202 Reviews),28 years old,"Mumbai,Maharashtra + 24 more",11-50 Employees (India)
2808,United India Ins...,4.2,(155 Reviews),"Chennai,Tamil Nadu + 60 more",Public,84 years old
2809,ESIC HOSPITAL,4.6,(155 Reviews),"Delhi/NCR,New Delhi + 34 more",Private,70 years old
2810,Oberoi Realty,3.7,(155 Reviews),"Mumbai,Maharashtra + 5 more",Public,42 years old
2811,POSCO MAHARASHTR...,4.1,(155 Reviews),Pohang-si + 8 more,Private,10 years old
2812,Sundaram Motors,3.8,(155 Reviews),"Chennai,Tamil Nadu + 21 more",Private,24 years old
2813,Skilliantech,4.7,(155 Reviews),"London,England + 9 more",Private,17 years old
2814,IMS People,3.9,(155 Reviews),Ahmedabad + 15 more,Private,16 years old
2815,Cadsys,4.4,(155 Reviews),"Hyderabad/Secunderabad,Telangana + 1 more",Public,33 years old
2816,Mediterranean Sh...,3.8,(155 Reviews),Geneva + 18 more,Private,52 years old
2817,Shah Technical C...,3.9,(155 Reviews),"Mumbai,Maharashtra + 31 more",Private,13 years old
2818,Cotmac Electroni...,4.3,(155 Reviews),"Pune,Maharashtra + 11 more",Private,31 years old
2819,ESIC HOSPITAL,4.6,(155 Reviews),"Delhi/NCR,New Delhi + 34 more",Private,70 years old
2820,Al Tasnim Enterp...,3.8,(155 Reviews),Muscat + 6 more,Private,46 years old
2821,Fossil Group,4.0,(155 Reviews),"Richardson,Texas + 20 more",Private,38 years old
2822,Laser Power & In...,3.6,(155 Reviews),"Kolkata,West Bengal + 21 more",Private,34 years old
2823,Policyboss.com,3.5,(155 Reviews),19 years old,"Mumbai,Maharashtra + 20 more",501-1k Employees (India)
2824,RSPL GHARI DETER...,4.3,(155 Reviews),35 years old,Kanpur + 44 more,1k-5k Employees (India)
2825,BridgeLabz Solut...,4.2,(154 Reviews),6 years old,"Mumbai,Maharashtra + 8 more",1k-5k Employees (India)
2826,Rama Medical Col...,4.2,(154 Reviews),11 years old,Hapur + 12 more,
2827,LanceSoft,3.7,(154 Reviews),Herndon + 13 more,Private,22 years old
2828,Sales India,3.9,(154 Reviews),Ahmedabad + 51 more,Private,51 years old
2829,The Indian Hotel...,4.2,(154 Reviews),"Mumbai,Maharashtra + 26 more",Private,123 years old
2830,Offshoot Agency,3.8,(154 Reviews),Noida + 10 more,Private,20 years old
2831,People Tech Grou...,3.5,(154 Reviews),Redmond + 4 more,Private,16 years old
2832,DBOI Global Serv...,4.4,(154 Reviews),"Mumbai,Maharashtra + 5 more",Private,42 years old
2833,IndiaCan,4.5,(154 Reviews),"Noida,Uttar Pradesh + 40 more",Private,14 years old
2834,Can-Pack,4.3,(154 Reviews),"Aurangabad,Maharashtra + 7 more",Private,30 years old
2835,Bsh Household Ap...,4.2,(154 Reviews),55 years old,"Munich,Munich + 26 more",501-1k Employees (India)
2836,Zf Wind Power,4.2,(154 Reviews),99 years old,"Lommel,Belgium + 3 more",1k-5k Employees (India)
2837,Richa Global Exp...,4.0,(154 Reviews),31 years old,"Gurgaon/Gurugram,Haryana + 8 more",10k-50k Employees (India)
2838,Krishnapatnam Po...,3.9,(154 Reviews),"Nellore,Andhra Pradesh + 5 more",Private,14 years old
2839,Foray Software,3.8,(154 Reviews),"Hyderabad/Secunderabad,Telangana + 10 more",Private,11 years old
2840,Technico Industr...,3.8,(154 Reviews),52 years old,"Gurgaon/Gurugram,Haryana + 9 more",201-500 Employees (India)
2841,Apollo Gleneagle...,3.8,(154 Reviews),"Kolkata,West Bengal",Private,19 years old
2842,Applied Material...,4.3,(154 Reviews),"Santa Clara,California + 8 more",Private,20 years old
2843,Regalix,3.2,(154 Reviews),San Mateo + 2 more,Private,17 years old
2844,Emerson Climate ...,4.1,(155 Reviews),132 years old,St. Louis + 18 more,1k-5k Employees (India)
2845,Uniinfo Telecom ...,3.4,(153 Reviews),"Indore,Madhya Pradesh + 23 more",Public,12 years old
2846,SISL Infotech,3.7,(153 Reviews),"Delhi/NCR,Delhi + 32 more",Private,15 years old
2847,Pace Power Syste...,4.3,(153 Reviews),"Bangalore/Bengaluru,Karnataka + 33 more",Private,73 years old
2848,EC-Council,4.7,(153 Reviews),Petaling Jaya + 7 more,Private,11-50 Employees (Global)
2849,TowerVision Indi...,4.2,(153 Reviews),Chennai + 21 more,Private,16 years old
2850,Entrata India,4.1,(153 Reviews),"Provo,Utah",Private,15 years old
2851,AISECT,4.0,(153 Reviews),"Bhopal,Madhya Pradesh + 40 more",Private,37 years old
2852,SEW Infrastructu...,4.2,(153 Reviews),"Hyderabad/Secunderabad,Telangana + 18 more",Private,62 years old
2853,LendingKart,3.2,(153 Reviews),"Ahmedabad,Gujarat + 17 more",Public,8 years old
2854,Continuum Manage...,3.9,(153 Reviews),"Tampa,Florida + 1 more",Private,17 years old
2855,Meghalaya Cement...,4.0,(153 Reviews),"Kolkata,West Bengal + 5 more",Private,19 years old
2856,Bharat Rasayan,4.2,(153 Reviews),"Delhi/NCR,New Delhi + 9 more",Public,33 years old
2857,Precision Techse...,3.7,(153 Reviews),Chennai + 50 more,Private,23 years old
2858,PhyCARE Solution...,3.8,(153 Reviews),"Bronx,New York + 2 more",Private,22 years old
2859,Kiswok Industrie...,3.5,(153 Reviews),"Kolkata,West Bengal + 2 more",Private,65 years old
2860,Muthoot Homefin ...,3.6,(153 Reviews),"Mumbai,Maharashtra + 51 more",Private,11 years old
2861,Venus Remedies,3.6,(153 Reviews),"Panchkula,Haryana + 21 more",Public,33 years old
2862,Worldline Global...,3.9,(153 Reviews),"Bezons,Val Doise + 18 more",Private,52 years old
2863,Vedang Radio Tec...,4.1,(152 Reviews),"Mumbai,Maharashtra + 20 more",Private,17 years old
2864,AVAYA,4.2,(152 Reviews),"Durham,North Carolina + 7 more",Private,22 years old
2865,ArcGate,3.7,(152 Reviews),"Udaipur,Rajasthan",Private,17 years old
2866,Alchem Internati...,3.9,(152 Reviews),"Gurgaon/Gurugram,Haryana + 18 more",Private,87 years old
2867,Axtria,3.6,(152 Reviews),"Berkeley Heights,New Jersey + 4 more",Private,12 years old
2868,Kentech Internat...,4.4,(152 Reviews),Dubai + 11 more,Private,29 years old
2869,Landis+Gyr,3.9,(152 Reviews),"Zug,Zug + 7 more",Public,126 years old
2870,Harjai Computers,4.6,(152 Reviews),"Mumbai,Maharashtra + 5 more",Private,27 years old
2871,Sun TV Network,4.0,(152 Reviews),"Chennai,Tamil Nadu + 7 more",Public,29 years old
2872,RA Chem Pharma,4.1,(152 Reviews),"Hyderabad/Secunderabad,Telangana + 6 more",Private,26 years old
2873,Karamtara Engine...,3.2,(152 Reviews),26 years old,"Mumbai,Maharashtra + 9 more",501-1k Employees (India)
2874,Emirates Flight ...,4.5,(152 Reviews),"Dubai,Dubai + 11 more",Public,40 years old
2875,Northcorp Softwa...,4.7,(152 Reviews),"Gurgaon/Gurugram,Haryana + 5 more",Private,7 years old
2876,BRLPS,3.9,(152 Reviews),15 years old,Patna + 34 more,1k-5k Employees (India)
2877,Cordlife Science...,4.0,(152 Reviews),"Kolkata,West Bengal + 30 more",Private,21 years old
2878,Vedant Fashions,3.6,(152 Reviews),"Kolkata,West Bengal + 28 more",Private,20 years old
2879,Danske IT,3.6,(152 Reviews),10 years old,"Bangalore/Bengaluru,Karnataka",1k-5k Employees (India)
2880,Hipad Technology...,4.0,(152 Reviews),6 years old,"Noida,Uttar Pradesh + 3 more",1k-5k Employees (Global)
2881,Sunwoda,4.2,(152 Reviews),"Greater Noida,Uttar Pradesh + 3 more",Private,25 years old
2882,ManipalCigna Hea...,3.8,(152 Reviews),10 years old,"Mumbai,Maharashtra + 48 more",1k-5k Employees (India)
2883,Thomson Digital,3.0,(152 Reviews),Noida + 6 more,Private,60 years old
2884,Zebronics,3.5,(152 Reviews),"Chennai,Tamil Nadu + 33 more",Private,25 years old
2885,Luxoft,4.5,(152 Reviews),Zug + 10 more,LLP,22 years old
2886,Dun & Bradstreet,3.9,(152 Reviews),"Short Hills,New Jersey + 9 more",Private,27 years old
2887,Toshiba,4.2,(411 Reviews),Tokyo + 22 more,Private,147 years old
2888,UAE Exchange,4.0,(348 Reviews),"Abu Dhabi,Abu Dhabi + 38 more",Public,27 years old
2889,National Institu...,4.2,(330 Reviews),New Delhi + 25 more,Public,15 years old
2890,Al Fara'a Group,3.6,(270 Reviews),"Al Ain,Abu Dhabi + 9 more",Private,42 years old
2891,Air Liquide,4.2,(178 Reviews),120 years old,Paris + 17 more,201-500 Employees (India)
2892,IREO,4.0,(151 Reviews),"Gurgaon/Gurugram,Haryana + 6 more",Private,18 years old
2893,Archirodon,4.1,(151 Reviews),"Dordrecht,South Holland + 14 more",Private,63 years old
2894,Mobius Knowledge...,3.6,(151 Reviews),Chennai,Private,20 years old
2895,Bal Pharma,3.8,(151 Reviews),"Bangalore/Bengaluru,Karnataka + 18 more",Public,35 years old
2896,Corona Remedies,4.0,(151 Reviews),Ahmedabad + 30 more,Private,18 years old
2897,Midco,3.9,(151 Reviews),Sioux Falls + 29 more,Private,91 years old
2898,Sleek Internatio...,4.2,(151 Reviews),"Mumbai,Maharashtra + 39 more",Private,29 years old
2899,TAL Manufacturin...,4.1,(151 Reviews),"Pune,Maharashtra + 5 more",Private,22 years old
2900,JGC Corporation,4.4,(151 Reviews),Kanagawa + 9 more,Private,94 years old
2901,Bajaj Energy,4.3,(151 Reviews),"Mumbai,Maharashtra + 15 more",Public,14 years old
2902,Solartis Technol...,3.7,(151 Reviews),18 years old,"Manhattan Beach,California",51-200 Employees (India)
2903,Sterling Tools,4.0,(151 Reviews),"Faridabad,Haryana + 9 more",Public,43 years old
2904,Novac Technology...,3.9,(151 Reviews),"Chennai,Tamil Nadu + 9 more",Private,3 years old
2905,Oerlikon Grazian...,4.4,(150 Reviews),Pfaffikon + 9 more,Private,116 years old
2906,Thought Focus,3.8,(150 Reviews),18 years old,"Milwaukee,Wisconsin + 4 more",501-1k Employees (India)
2907,Box8,3.3,(150 Reviews),"Mumbai,Maharashtra + 8 more",Private,11 years old
2908,SiliconIndia,2.6,(150 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",Private,25 years old
2909,EASi,3.6,(150 Reviews),"Hanover,Maryland + 5 more",Private,41 years old
2910,Ict Sms,3.9,(150 Reviews),13 years old,"Bangalore/Bengaluru,Karnataka + 8 more",51-200 Employees (India)
2911,Tablets (India),3.8,(150 Reviews),"Chennai,Tamil Nadu + 28 more",Private,84 years old
2912,Jockey,4.1,(150 Reviews),Kenosha + 54 more,Private,146 years old
2913,SiliconIndia,2.6,(150 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",Private,25 years old
2914,Equiniti,3.4,(150 Reviews),London + 1 more,Public,17 years old
2915,Mahendra NextWea...,3.7,(150 Reviews),13 years old,Salem + 7 more,501-1k Employees (India)
2916,Atul Auto,3.4,(150 Reviews),"Rajkot,Gujrat + 24 more",Public,40 years old
2917,Oerlikon Grazian...,4.4,(150 Reviews),Pfaffikon + 9 more,Private,116 years old
2918,MapmyIndia,3.8,(150 Reviews),30 years old,"Delhi,NCT + 5 more",201-500 Employees (India)
2919,Belstar Investme...,4.0,(150 Reviews),34 years old,"Chennai,Tamil Nadu + 60 more",201-500 Employees (India)
2920,Box8,3.3,(150 Reviews),"Mumbai,Maharashtra + 8 more",Private,11 years old
2921,Fiat Chrysler Au...,4.0,(465 Reviews),London + 11 more,Public,8 years old
2922,LuLu Group Inter...,4.0,(207 Reviews),"Abu Dhabi,Abu Dhabi + 20 more",Private,56 years old
2923,Tega Industries,3.7,(149 Reviews),"Kolkata,West Bengal + 13 more",Public,46 years old
2924,Weizmann Forex,3.7,(149 Reviews),"Mumbai,Maharashtra + 36 more",Public,29 years old
2925,Buzzworks Busine...,4.0,(149 Reviews),"Chennai,Tamil Nadu + 26 more",Private,23 years old
2926,Sonata Finance,4.2,(149 Reviews),27 years old,"Allahabad/Prayagraj,Uttar Pradesh + 40 more",51-200 Employees (India)
2927,Caratlane Tradin...,4.0,(149 Reviews),"Chennai,Tamil Nadu + 15 more",Private,14 years old
2928,Gartner India Re...,4.1,(149 Reviews),"Stamford,Connecticut + 6 more",Private,70 years old
2929,Gold Plus Glass,4.0,(149 Reviews),"Delhi/NCR,Delhi + 9 more",Private,37 years old
2930,Invensis Technol...,4.0,(149 Reviews),"Bangalore/Bengaluru,Karnataka + 4 more",Private,22 years old
2931,Core Integra Con...,3.6,(149 Reviews),"Mumbai,Maharashtra + 37 more",Private,11 years old
2932,YKK,3.9,(149 Reviews),27 years old,"Gurgaon/Gurugram,Haryana + 12 more",201-500 Employees (India)
2933,Piramal Glass,4.2,(149 Reviews),"Mumbai,Maharashtra + 7 more",Private,38 years old
2934,Lanxess,4.3,(149 Reviews),Cologne + 12 more,Private,18 years old
2935,Aspire Home Fina...,4.1,(149 Reviews),"Mumbai,Maharashtra + 59 more",Private,9 years old
2936,Prabhat Dairy,4.2,(149 Reviews),Rahata + 19 more,Public,24 years old
2937,Spm Autocomp,3.4,(149 Reviews),"Gurgaon/Gurugram,Haryana + 8 more",Private,27 years old
2938,Yara Fertilisers,4.0,(149 Reviews),117 years old,Oslo + 27 more,501-1k Employees (India)
2939,Sarvodaya Hospit...,4.4,(149 Reviews),"Faridabad,Haryana + 11 more",Private,31 years old
2940,Alghanim Interna...,4.0,(149 Reviews),Kuwait City + 9 more,Private,62 years old
2941,Coolberg Beverag...,3.3,(149 Reviews),"Mumbai,Maharashtra + 22 more",Private,6 years old
2942,Spm Autocomp,3.4,(149 Reviews),"Gurgaon/Gurugram,Haryana + 8 more",Private,27 years old
2943,BIC Contracting,4.4,(149 Reviews),1k-5k Employees (India),Dubai + 10 more,
2944,Vem Technologies,4.0,(149 Reviews),"Hyderabad/Secunderabad,Telangana + 1 more",Private,29 years old
2945,Celebi Delhi Car...,4.1,(149 Reviews),64 years old,Istanbul + 4 more,5k-10k Employees (India)
2946,Fingent,4.9,(149 Reviews),"New York,New York + 2 more",Private,19 years old
2947,MobileComm Techn...,3.5,(149 Reviews),20 years old,"Richardson,TX + 23 more",201-500 Employees (India)
2948,Monsanto,4.7,(213 Reviews),St. Louis + 28 more,Public,121 years old
2949,Sakra World Hosp...,4.0,(148 Reviews),9 years old,"Bangalore/Bengaluru,Karnataka + 3 more",1k-5k Employees (India)
2950,Casagrand,4.0,(148 Reviews),"Chennai,Tamil Nadu + 7 more",Private,18 years old
2951,Lipi Data System...,3.9,(148 Reviews),Mumbai + 28 more,Private,29 years old
2952,MMC Infotech Ser...,3.6,(148 Reviews),"Chennai,Tamil Nadu + 2 more",Private,32 years old
2953,Affiliated Compu...,4.1,(148 Reviews),Dallas + 11 more,Private,34 years old
2954,CESC,4.1,(148 Reviews),"Kolkata,West Bengal + 10 more",Public,123 years old
2955,Cyber Infrastruc...,3.7,(148 Reviews),19 years old,"San Jose,California",501-1k Employees (India)
2956,TRINAMIX,4.4,(148 Reviews),"San Jose,California + 3 more",Private,10 years old
2957,Vision India Ser...,3.9,(148 Reviews),New Delhi + 42 more,Private,14 years old
2958,Kalyani Forge,3.5,(148 Reviews),"Pune,Maharashtra + 1 more",Public,43 years old
2959,SEED Infotech,3.7,(148 Reviews),"Pune,Maharashtra + 12 more",Public,28 years old
